date,pm25,pm10,o3,no2,so2,co
2020/10/17, 61, 23, , 9, 3, 
2020/10/18, 76, 34, , 12, 2, 
2020/10/19, 99, 35, , 13, 4, 
2020/10/20, 102, 45, , 15, 5, 
2020/10/21, 123, 48, , 20, 4, 
2020/10/22, 126, 47, , 23, 4, 
2020/10/23, 123, 52, , 18, 5, 
2020/10/24, 134, 61, , 13, 2, 
2020/10/25, 157, 44, , 13, 2, 
2020/10/26, 121, 27, , 13, 2, 
2020/10/27, 79, 36, , 14, 2, 
2020/10/28, 106, 48, , 12, 2, 
2020/10/29, 127, 32, , 14, 3, 
2020/10/30, 93, 28, , 10, 2, 
2020/10/31, 88, 32, , 8, 3, 
2020/11/1, 95, 48, , 16, 4, 
2020/11/2, 122, 62, , 18, 6, 
2020/11/3, 155, 43, , 11, 5, 
2020/11/4, 114, 26, , 11, 2, 
2020/11/5, 82, 30, , 10, 5, 
2020/11/6, 94, 47, , 11, 4, 
2020/11/7, 124, 54, , 12, 2, 
2020/11/8, 148, 61, , 11, 3, 
2020/11/9, 158, 35, , 10, 2, 
2020/11/10, 96, 49, , 9, 5, 
2020/11/11, 127, 55, , 13, 3, 
2020/11/12, 148, 61, , 13, 3, 
2020/11/13, 155, 70, , 14, 2, 
2020/11/14, 167, 78, , 9, 2, 
2020/11/15, 180, 89, , 19, 5, 
2020/11/16, 196, 39, , 9, 8, 
2020/11/17, 115, 37, , 11, 4, 
2020/11/18, 108, 53, , 12, 4, 
2020/11/19, 145, 38, , 9, 3, 
2020/11/20, 114, 23, , 6, , 
2020/11/21, 76, 49, , 7, 3, 
2020/11/22, 133, 53, , 14, 5, 
2020/11/23, 142, 47, , 13, 6, 
2020/11/24, 130, 74, , 13, 3, 
2020/11/25, 175, 93, , 19, 4, 
2020/11/26, 203, 63, , 12, 1, 
2020/11/27, 161, 55, , 12, 2, 
2020/11/28, 151, 39, , 10, 5, 
2020/11/29, 117, 29, , 12, 5, 
2020/11/30, 90, 51, , 14, 9, 
2020/12/1, 138, 27, , 11, 17, 
2020/12/2, 86, 21, , 9, 22, 
2020/12/3, 68, 22, , 7, 17, 
2020/12/4, 71, 30, , 9, 14, 
2020/12/5, 92, 22, , 5, 9, 
2020/12/6, 74, 13, , 6, 13, 
2020/12/7, 51, 21, , 8, 4, 
2020/12/8, 69, 15, , 7, 14, 
2020/12/9, 59, 33, , 12, 4, 
2020/12/10, 100, 65, , 12, 2, 
2020/12/11, 165, 41, , 9, 3, 
2020/12/12, 117, 35, , 7, 2, 
2020/12/13, 102, 22, , 9, 1, 
2020/12/14, 74, 38, , 8, 3, 
2020/12/15, 111, 54, , 9, 1, 
2020/12/16, 134, 86, , 12, 2, 
2020/12/17, 189, 60, , 10, , 
2020/12/18, 158, 41, , 6, , 
2020/12/19, 120, 30, , 8, 9, 
2020/12/20, 94, 34, , 10, 3, 
2020/12/21, 102, 50, , 13, 2, 
2020/12/22, 132, 94, , 19, 5, 
2020/12/23, 205, 74, , 22, 6, 
2020/12/24, 169, 19, , 8, 1, 
2020/12/25, 67, 17, , 9, , 
2020/12/26, 63, 26, , 7, 6, 
2020/12/27, 84, 37, , 9, 4, 
2020/12/28, 103, 49, , 16, 4, 
2020/12/29, 119, 48, , 15, 6, 
2020/12/30, 121, 42, , 11, 5, 
2020/12/31, 105, 52, , 11, 4, 
2021/1/1, 135, , , , , 
2021/1/3, 81, 27, , 9, 10, 
2020/7/1, 33, 19, , 10, 4, 
2020/7/2, 46, 23, , 8, 4, 
2020/7/3, 51, 47, , 6, 6, 
2020/7/4, 75, 20, , 6, 4, 
2020/7/5, 63, 34, , 9, 4, 
2020/7/6, 67, 55, , 9, 4, 
2020/7/7, 88, 57, , 9, 5, 
2020/7/8, 60, 23, , 9, 5, 
2020/7/9, 44, 21, , 10, 4, 
2020/7/10, 41, 18, , 6, 6, 
2020/7/11, 35, 33, , 3, 5, 
2020/7/12, 60, 52, , 7, 5, 
2020/7/13, 60, 33, , 8, 4, 
2020/7/14, 51, 20, , 10, 6, 
2020/7/15, 57, 33, , 10, 4, 
2020/7/16, 69, 38, , 6, 4, 
2020/7/17, 71, 17, , 5, 4, 
2020/7/18, 47, 17, , 4, 4, 
2020/7/19, 56, 40, , 9, 4, 
2020/7/20, 74, 37, , 10, 5, 
2020/7/21, 69, 27, , 11, 5, 
2020/7/22, 64, 27, , 10, 4, 
2020/7/23, 56, 19, , 8, 3, 
2020/7/24, 52, 27, , 7, 4, 
2020/7/25, 57, 18, , 5, 4, 
2020/7/26, 56, 29, , 10, 4, 
2020/7/27, 72, 31, , 8, 4, 
2020/7/28, 62, 28, , 9, 4, 
2020/7/29, 58, 17, , 10, 5, 
2020/7/30, 46, 20, , 8, 5, 
2020/7/31, 60, 21, , 8, 4, 
2020/8/1, 58, 16, , 6, 5, 
2020/8/2, 47, 17, , 9, 4, 
2020/8/3, 53, 15, , 5, 5, 
2020/8/4, 44, 13, , 8, 4, 
2020/8/5, 45, 10, , 5, 4, 
2020/8/6, 34, 11, , 7, 4, 
2020/8/7, 38, 16, , 6, 4, 
2020/8/8, 56, 17, , 5, 4, 
2020/8/9, 58, 23, , 8, 4, 
2020/8/10, 64, 23, , 8, 4, 
2020/8/11, 67, 23, , 8, 4, 
2020/8/12, 68, 18, , 8, 4, 
2020/8/13, 58, 19, , 7, 5, 
2020/8/14, 60, 16, , 6, 4, 
2020/8/15, 56, 11, , 4, 4, 
2020/8/16, 42, 15, , 8, 5, 
2020/8/17, 52, 15, , 6, 4, 
2020/8/18, 51, 11, , 7, 4, 
2020/8/19, 38, 15, , 9, 5, 
2020/8/20, 51, 18, , 10, 5, 
2020/8/21, 56, 19, , 8, 4, 
2020/8/22, 59, 17, , 7, 4, 
2020/8/23, 59, 18, , 8, 4, 
2020/8/24, 58, 19, , 7, 4, 
2020/8/25, 65, 15, , 6, 4, 
2020/8/26, 50, 13, , 10, 5, 
2020/8/27, 39, 12, , 10, 5, 
2020/8/28, 39, 13, , 8, 5, 
2020/8/29, 42, 13, , 8, 5, 
2020/8/30, 42, 19, , 14, 5, 
2020/8/31, 53, 20, , 8, 8, 
2020/9/1, 50, 9, , 7, 7, 
2020/9/2, 23, 11, , 10, 6, 
2020/9/3, 35, 12, , 9, 5, 
2020/9/4, 39, 12, , 10, 4, 
2020/9/5, 40, 12, , 11, 4, 
2020/9/6, 41, 13, , 12, 6, 
2020/9/7, 42, 15, , 7, 5, 
2020/9/8, 51, 20, , 13, 3, 
2020/9/9, 63, 18, , 11, 6, 
2020/9/10, 57, 18, , 13, 5, 
2020/9/11, 55, 18, , 12, 5, 
2020/9/12, 49, 18, , 9, 5, 
2020/9/13, 51, 21, , 14, 5, 
2020/9/14, 61, 22, , 14, 5, 
2020/9/15, 57, 15, , 11, 5, 
2020/9/16, 38, 11, , 11, 5, 
2020/9/17, 30, 27, , 8, 5, 
2020/9/18, 54, 23, , 7, 5, 
2020/9/19, 46, 15, , 9, 5, 
2020/9/20, 43, 14, , 12, 5, 
2020/9/21, 38, 20, , 13, 6, 
2020/9/22, 56, 14, , 10, 5, 
2020/9/23, 48, 15, , 12, 5, 
2020/9/24, 52, 11, , 9, 5, 
2020/9/25, 39, 7, , 5, 5, 
2020/9/26, 25, 5, , 5, 5, 
2020/9/27, 15, 9, , 11, 5, 
2020/9/28, 34, 9, , 11, 5, 
2020/9/29, 38, 19, , 12, 6, 
2020/9/30, 64, 23, , 12, 6, 
2020/4/1, 56, 35, , 4, 4, 
2020/4/2, 99, 48, , 5, 5, 
2020/4/3, 127, 39, , 4, 6, 
2020/4/4, 107, 37, , 2, 4, 
2020/4/5, 90, 45, , 7, 4, 
2020/4/6, 100, 22, , 4, 3, 
2020/4/7, 61, 24, , 5, 4, 
2020/4/8, 64, 34, , 6, 5, 
2020/4/9, 89, 42, , 7, 6, 
2020/4/10, 103, 32, , 3, 5, 
2020/4/11, 85, 26, , 2, 8, 
2020/4/12, 67, 32, , 4, 7, 
2020/4/13, 81, 28, , 6, 6, 
2020/4/14, 72, 20, , 3, 5, 
2020/4/15, 64, 34, , 6, 5, 
2020/4/16, 93, 27, , 5, 6, 
2020/4/17, 75, 20, , 3, 6, 
2020/4/18, 56, 23, , 2, 6, 
2020/4/19, 58, 18, , 1, 6, 
2020/4/20, 57, 12, , 4, 4, 
2020/4/21, 48, 13, , 3, 4, 
2020/4/22, 52, , , , , 
2020/6/10, 28, 10, , 5, 4, 
2020/6/11, 37, 18, , 10, 4, 
2020/6/12, 54, 19, , 10, 5, 
2020/6/13, 53, 16, , 5, 5, 
2020/6/14, 50, 17, , 7, 4, 
2020/6/15, 49, 15, , 5, 4, 
2020/6/16, 48, 18, , 7, 4, 
2020/6/17, 56, 16, , 9, 4, 
2020/6/18, 48, 18, , 10, 4, 
2020/6/19, 43, 20, , 8, 4, 
2020/6/20, 51, 12, , 3, 5, 
2020/6/21, 43, 10, , 6, 4, 
2020/6/22, 41, 11, , 6, 4, 
2020/6/23, 43, 26, , 12, 4, 
2020/6/24, 73, 26, , 8, 4, 
2020/6/25, 63, 23, , 9, 4, 
2020/6/26, 53, 21, , 7, 4, 
2020/6/27, 49, 18, , 7, 4, 
2020/6/28, 46, 21, , 8, 4, 
2020/6/29, 53, 31, , 9, 5, 
2020/6/30, 50, 17, , 10, 4, 
2020/1/1, 145, 65, , 9, 4, 
2020/1/2, 158, 101, , 12, 5, 
2020/1/3, 207, 106, , 14, 6, 
2020/1/4, 215, 30, , 7, 3, 
2020/1/5, 87, 34, , 6, 3, 
2020/1/6, 97, 67, , 9, 5, 
2020/1/7, 156, 97, , 14, 4, 
2020/1/8, 202, 106, , 13, 6, 
2020/1/9, 217, 112, , 16, 8, 
2020/1/10, 225, 95, , 11, 5, 
2020/1/11, 203, 71, , 7, 4, 
2020/1/12, 173, 96, , 8, 6, 
2020/1/13, 202, 85, , 7, 5, 
2020/1/14, 187, 107, , 9, 6, 
2020/1/15, 226, 110, , 10, 6, 
2020/1/16, 227, 97, , 7, 5, 
2020/1/17, 206, 66, , 8, 4, 
2020/1/18, 153, 45, , 7, 4, 
2020/1/19, 127, 48, , 7, 4, 
2020/1/20, 137, 46, , 10, 4, 
2020/1/21, 125, 80, , 11, 6, 
2020/1/22, 183, 68, , 11, 5, 
2020/1/23, 158, 108, , 15, 10, 
2020/1/24, 222, 109, , 17, 11, 
2020/1/25, 222, 103, , 12, 8, 
2020/1/26, 212, 79, , 3, 5, 
2020/1/27, 182, 72, , 8, 6, 
2020/1/28, 168, 36, , 8, 6, 
2020/1/29, 90, 61, , 8, 5, 
2020/1/30, 137, 108, , 14, 9, 
2020/1/31, 213, 82, , 10, 7, 
2020/2/1, 171, 91, , 9, 7, 
2020/2/2, 192, 64, , 8, 7, 
2020/2/3, 143, 33, , 6, 6, 
2020/2/4, 85, 14, , 3, 3, 
2020/2/5, 51, 33, , 8, 3, 
2020/2/6, 88, 48, , 10, 4, 
2020/2/7, 128, 54, , 9, 8, 
2020/2/8, 130, 88, , 10, 7, 
2020/2/9, 190, 64, , 9, 6, 
2020/2/10, 138, 39, , 11, 5, 
2020/2/11, 105, 56, , 8, 4, 
2020/2/12, 135, 64, , 11, 6, 
2020/2/13, 141, 63, , 11, 5, 
2020/2/14, 150, 42, , 7, 5, 
2020/2/15, 106, 67, , 8, 5, 
2020/2/16, 156, 73, , 11, 6, 
2020/2/17, 157, 56, , 9, 6, 
2020/2/18, 132, 59, , 11, 9, 
2020/2/19, 127, 35, , 7, 4, 
2020/2/20, 96, 34, , 8, 5, 
2020/2/21, 92, 43, , 7, 4, 
2020/2/22, 109, 81, , 11, 6, 
2020/2/23, 178, 75, , 14, 7, 
2020/2/24, 149, 42, , 9, 6, 
2020/2/25, 101, 33, , 9, 7, 
2020/2/26, 74, 32, , 9, 4, 
2020/2/27, 83, 45, , 10, 4, 
2020/2/28, 116, 34, , 8, 6, 
2020/2/29, 94, 44, , 9, 8, 
2020/3/1, 108, 31, , 9, 6, 
2020/3/2, 72, 43, , 13, 7, 
2020/3/3, 100, 16, , 4, 4, 
2020/3/4, 58, 44, , 10, 4, 
2020/3/5, 104, 49, , 12, 6, 
2020/3/6, 117, 30, , 8, 5, 
2020/3/7, 88, 29, , 4, 3, 
2020/3/8, 92, 38, , 8, 4, 
2020/3/9, 106, 31, , 8, 4, 
2020/3/10, 92, 59, , 10, 5, 
2020/3/11, 140, 55, , 9, 6, 
2020/3/12, 126, 33, , 7, 6, 
2020/3/13, 80, 24, , 8, 6, 
2020/3/14, 67, 25, , 6, 4, 
2020/3/15, 76, 20, , 8, 5, 
2020/3/16, 60, 40, , 11, 8, 
2020/3/17, 100, 43, , 11, 5, 
2020/3/18, 111, 44, , 9, 5, 
2020/3/19, 117, 52, , 11, 7, 
2020/3/20, 129, 45, , 7, 6, 
2020/3/21, 122, 27, , 2, 4, 
2020/3/22, 78, 21, , 4, 5, 
2020/3/23, 58, 22, , 3, 3, 
2020/3/24, 64, 16, , 3, 4, 
2020/3/25, 54, 21, , 4, 4, 
2020/3/26, 62, 98, , 4, 4, 
2020/3/27, 158, 80, , 5, 4, 
2020/3/28, 149, 61, , 4, 5, 
2020/3/29, 132, 51, , 5, 5, 
2020/3/30, 128, 22, , 4, 4, 
2020/3/31, 63, 15, , 4, 3, 
2019/10/1, 46, 25, , 9, 4, 
2019/10/2, 59, 21, , 9, 3, 
2019/10/3, 59, 25, , 6, 2, 
2019/10/4, 78, 23, , 5, 2, 
2019/10/5, 74, 22, , 5, 2, 
2019/10/6, 65, 28, , 3, 2, 
2019/10/7, 82, 27, , 7, 2, 
2019/10/8, 84, 23, , 7, 2, 
2019/10/9, 68, 24, , 8, 3, 
2019/10/10, 71, 20, , 8, 2, 
2019/10/11, 64, 20, , 6, 2, 
2019/10/12, 62, , , , , 
2019/10/16, 89, 30, , 11, 2, 
2019/10/17, 84, 35, , 15, 3, 
2019/10/18, 95, 37, , 13, 3, 
2019/10/19, 100, 35, , 13, 2, 
2019/10/20, 99, 39, , 14, 2, 
2019/10/21, 106, 39, , 14, 2, 
2019/10/22, 109, 40, , 16, 2, 
2019/10/23, 109, 36, , 17, 3, 
2019/10/24, 99, 40, , 18, 4, 
2019/10/25, 110, 63, , 15, 3, 
2019/10/26, 157, 65, 9, 16, 3, 5
2019/10/27, 161, 64, , 20, 6, 
2019/10/28, 157, 82, , 17, 3, 
2019/10/29, 184, 30, , 9, 1, 
2019/10/30, 90, 17, , 7, 1, 
2019/10/31, 59, 18, , 8, 1, 
2019/11/1, 56, 26, , 10, 3, 
2019/11/2, 78, 24, , 10, 2, 
2019/11/3, 74, 19, , 9, 2, 
2019/11/4, 48, 21, , 10, 2, 
2019/11/5, 54, 21, , 10, 2, 
2019/11/6, 65, 40, , 4, 2, 
2019/11/7, 112, 25, , 7, 2, 
2019/11/8, 71, 33, , 7, 2, 
2019/11/9, 91, 30, , 7, 2, 
2019/11/10, 89, 54, , 7, 2, 
2019/11/11, 136, 37, , 9, 3, 
2019/11/12, 95, 27, , 9, 2, 
2019/11/13, 77, 35, , 9, 2, 
2019/11/14, 93, 37, , 8, 2, 
2019/11/15, 97, 24, , 9, 2, 
2019/11/16, 71, 21, , 6, 2, 
2019/11/17, 68, 34, , 10, 3, 
2019/11/18, 96, 33, , 10, 2, 
2019/11/19, 94, 35, , 8, 2, 
2019/11/20, 104, 46, , 7, 2, 
2019/11/21, 128, 10, , 5, 1, 
2019/11/22, 29, 21, , 5, 2, 
2019/11/23, 66, 37, , 5, 2, 
2019/11/24, 109, 17, , 6, 3, 
2019/11/25, 56, 25, , 7, 2, 
2019/11/26, 66, 52, , 9, 6, 
2019/11/27, 123, 31, , 8, 5, 
2019/11/28, 91, 45, , 9, 5, 
2019/11/29, 111, 31, , 7, 3, 
2019/11/30, 92, 53, , 9, 6, 
2019/12/1, 130, 60, , 12, 7, 
2019/12/2, 148, 32, , 6, 3, 
2019/12/3, 101, 50, , 9, 4, 
2019/12/4, 131, 62, , 11, 5, 
2019/12/5, 155, 80, , 11, 6, 
2019/12/6, 177, 105, , 7, 5, 
2019/12/7, 219, 84, , 4, 4, 
2019/12/8, 182, 20, , 13, 5, 
2019/12/9, 56, , , 6, 5, 
2019/12/16, 213, 110, , 13, 9, 
2019/12/17, 222, 98, , 14, 10, 
2019/12/18, 202, 97, , 12, 7, 
2019/12/19, 204, 74, , 10, 8, 
2019/12/20, 166, 26, , 7, 6, 
2019/12/21, 72, 16, , 6, 6, 
2019/12/22, 54, 10, , 6, 4, 
2019/12/23, 39, 12, , 4, 4, 
2019/12/24, 47, 27, , 6, 4, 
2019/12/25, 86, 22, , 5, 4, 
2019/12/26, 76, 31, , 8, 4, 
2019/12/27, 92, 24, , 5, 3, 
2019/12/28, 79, 27, , 4, 3, 
2019/12/29, 83, , , , , 
2019/8/1, 64, 26, , 5, , 
2019/8/2, 61, 17, , 4, , 
2019/8/3, 48, 24, , 3, , 
2019/8/4, 65, 24, , 4, , 
2019/8/5, 56, 23, , 5, , 
2019/8/6, 57, 23, , 5, , 
2019/8/7, 53, 24, , 7, , 
2019/8/8, 55, 23, , 8, , 
2019/8/9, 58, 27, , 6, , 
2019/8/10, 69, 25, , 6, , 
2019/8/11, 62, 21, , 6, , 
2019/8/12, 45, 19, , 10, 4, 
2019/8/13, 41, 24, , 8, 4, 
2019/8/14, 61, 19, , 5, 2, 
2019/8/15, 59, 16, , 5, 1, 
2019/8/16, 50, 16, , 5, 1, 
2019/8/17, 51, 16, , 6, 1, 
2019/8/18, 50, 15, , 6, 1, 
2019/8/19, 44, 17, , 7, 1, 
2019/8/20, 49, 15, , 8, 1, 
2019/8/21, 39, 21, , 9, 1, 
2019/8/22, 55, 24, , 8, 2, 
2019/8/23, 62, 21, , 8, 1, 
2019/8/24, 51, 22, , 9, 1, 
2019/8/25, 62, 23, , 6, 1, 
2019/8/26, 61, 21, , 6, 2, 
2019/8/27, 54, 19, , 9, 2, 
2019/8/28, 47, 17, , 10, 2, 
2019/8/29, 44, 20, , 11, 2, 
2019/8/30, 54, 22, , 11, 2, 
2019/8/31, 58, 18, , 9, 2, 
2019/9/1, 45, 15, , 7, 2, 
2019/9/2, 39, 30, , 10, 2, 
2019/9/3, 72, 25, , 6, 2, 
2019/9/4, 76, 23, , 7, 2, 
2019/9/5, 67, 24, , 5, 2, 
2019/9/6, 66, 23, , 7, 2, 
2019/9/7, 65, 23, , 7, 2, 
2019/9/8, 71, 22, , 7, 2, 
2019/9/9, 67, 19, , 9, 2, 
2019/9/10, 59, 28, , 6, 2, 
2019/9/11, 71, 25, , 11, 2, 
2019/9/12, 62, 20, , 11, 2, 
2019/9/13, 55, 16, , 10, 2, 
2019/9/14, 49, 22, , 7, 2, 
2019/9/15, 65, 22, , 7, 2, 
2019/9/16, 65, 20, , 9, 3, 
2019/9/17, 60, 19, , 12, 3, 
2019/9/18, 52, 16, , 9, 2, 
2019/9/19, 56, 15, , 8, 2, 
2019/9/20, 50, 17, , 8, 2, 
2019/9/21, 53, 18, , 8, 2, 
2019/9/22, 57, 16, , 10, 2, 
2019/9/23, 56, 35, , 9, 3, 
2019/9/24, 103, 36, , 5, 2, 
2019/9/25, 103, 23, , 6, 2, 
2019/9/26, 70, 19, , 6, 2, 
2019/9/27, 60, 20, , 5, 2, 
2019/9/28, 58, 17, , 6, 2, 
2019/9/29, 56, 21, , 6, 3, 
2019/9/30, 58, 17, , 8, 2, 
2019/4/1, 89, 33, , 15, 5, 
2019/4/2, 78, 26, , 15, 7, 
2019/4/3, 67, 24, , 11, 13, 
2019/4/4, 63, 27, , 12, 8, 
2019/4/5, 74, 30, , 13, 8, 
2019/4/6, 81, 25, , 10, 8, 
2019/4/7, 72, 34, , 12, 7, 
2019/4/8, 99, 23, , 7, 6, 
2019/4/9, 74, 26, , 8, 7, 
2019/4/10, 72, 15, , 8, 8, 
2019/4/11, 49, 20, , 6, 7, 
2019/4/12, 66, 24, , 7, 8, 
2019/4/13, 80, 29, , 5, 7, 
2019/4/14, 91, 20, , 9, 6, 
2019/4/15, 59, 28, , 11, 6, 
2019/4/16, 84, 30, , 13, 7, 
2019/4/17, 83, 16, , 11, 6, 
2019/4/18, 53, 19, , 10, 6, 
2019/4/19, 63, 21, , 15, 6, 
2019/4/20, 65, 22, , 12, 6, 
2019/4/21, 70, 21, , 13, 6, 
2019/4/22, 61, 57, , 13, 7, 
2019/4/23, 66, 26, , 13, 4, 
2019/4/24, 63, 38, , 12, 6, 
2019/4/25, 74, 32, , 10, 5, 
2019/4/26, 70, 24, , 8, 5, 
2019/4/27, 56, 7, , 5, 4, 
2019/4/28, 27, 9, , 4, 4, 
2019/4/29, 35, 10, , 6, 4, 
2019/4/30, 34, 10, , 5, 5, 
2019/5/1, 38, 17, , 6, 4, 
2019/5/2, 57, 17, , 7, 4, 
2019/5/3, 52, 15, , 8, 5, 
2019/5/4, 47, 17, , 8, 6, 
2019/5/5, 60, 18, , 5, 5, 
2019/5/6, 61, 27, , 10, 4, 
2019/5/7, 79, 22, , 8, 5, 
2019/5/8, 66, 22, , 9, 5, 
2019/5/9, 73, 17, , 9, 5, 
2019/5/10, 56, 12, , 6, 4, 
2019/5/11, 42, 12, , 7, 6, 
2019/5/12, 38, 20, , 9, 6, 
2019/5/13, 63, 12, , 4, 5, 
2019/5/14, 47, 10, , 5, 5, 
2019/5/15, 37, 16, , 7, 5, 
2019/5/16, 56, , , 5, 6, 
2019/1/1, 109, 46, , 5, 3, 
2019/1/2, 127, 21, , 6, 3, 
2019/1/3, 71, 29, , 10, 3, 
2019/1/4, 88, 37, , 9, 5, 
2019/1/5, 110, 37, , 7, 3, 
2019/1/6, 110, 32, , 5, 3, 
2019/1/7, 101, 55, , 13, 10, 
2019/1/8, 146, 49, , 12, 4, 
2019/1/9, 137, 43, , 8, 3, 
2019/1/10, 128, 51, , 10, 3, 
2019/1/11, 139, 87, , 15, 5, 
2019/1/12, 193, 105, , 14, 5, 
2019/1/13, 219, 99, , 12, 5, 
2019/1/14, 208, 37, , 12, 4, 
2019/1/15, 103, 89, , 20, 7, 
2019/1/16, 198, 115, , 26, 9, 
2019/1/17, 240, 118, , 24, 10, 
2019/1/18, 244, 69, , 8, 4, 
2019/1/19, 166, 65, , 7, 5, 
2019/1/20, 156, 43, , 10, 5, 
2019/1/21, 121, 34, , 7, 6, 
2019/1/22, 100, 34, , 11, 11, 
2019/1/23, 101, 27, , 7, 6, 
2019/1/24, 87, 31, , 6, 5, 
2019/1/25, 97, 42, , 10, 5, 
2019/1/26, 123, 97, , 15, 7, 
2019/1/27, 213, 73, , 15, 10, 
2019/1/28, 169, 58, , 8, 6, 
2019/1/29, 152, 60, , 7, 5, 
2019/1/30, 151, 88, , 9, 6, 
2019/1/31, 198, 83, , 14, 8, 
2019/2/1, 182, 73, , 15, 10, 
2019/2/2, 158, 53, , 10, 10, 
2019/2/3, 110, 35, , 6, 5, 
2019/2/4, 98, 40, , 4, 4, 
2019/2/5, 107, 35, , 4, 4, 
2019/2/6, 101, 42, , 8, 5, 
2019/2/7, 107, 47, , 9, 6, 
2019/2/8, 120, 66, , 11, 6, 
2019/2/9, 148, 80, , 13, 9, 
2019/2/10, 180, 48, , 13, 8, 
2019/2/11, 107, 20, , 7, 4, 
2019/2/12, 69, 33, , 10, 5, 
2019/2/13, 86, 49, , 10, 4, 
2019/2/14, 136, 43, , 9, 5, 
2019/2/15, 108, 53, , 10, 6, 
2019/2/16, 131, 70, , 10, 7, 
2019/2/17, 161, 75, , 12, 8, 
2019/2/18, 162, 83, , 16, 9, 
2019/2/19, 167, 68, , 15, 8, 
2019/2/20, 153, 65, , 14, 7, 
2019/2/21, 146, 56, , 9, 6, 
2019/2/22, 140, 30, , 11, 5, 
2019/2/23, 65, 34, , 12, 6, 
2019/2/24, 94, 53, , 13, 6, 
2019/2/25, 126, 63, , 14, 11, 
2019/2/26, 144, 54, , 13, 9, 
2019/2/27, 120, 77, , 14, 9, 
2019/2/28, 162, 73, , 16, 10, 
2019/3/1, 153, 50, , 11, 9, 
2019/3/2, 126, 48, , 9, 10, 
2019/3/3, 127, 46, , 9, 8, 
2019/3/4, 114, 38, , 13, 9, 
2019/3/5, 82, 48, , 11, 8, 
2019/3/6, 116, 39, , 10, 8, 
2019/3/7, 86, 39, , 14, 10, 
2019/3/8, 88, 44, , 12, 10, 
2019/3/9, 109, 29, , 7, 7, 
2019/3/10, 81, 24, , 11, 9, 
2019/3/11, 72, 32, , 10, 7, 
2019/3/12, 85, 37, , 10, 9, 
2019/3/13, 99, 39, , 11, 10, 
2019/3/14, 107, 48, , 12, 9, 
2019/3/15, 127, 47, , 12, 10, 
2019/3/16, 124, 39, , 10, 9, 
2019/3/17, 103, 27, , 10, 8, 
2019/3/18, 68, 22, , 9, 8, 
2019/3/19, 63, 28, , 8, 10, 
2019/3/20, 79, 43, , 17, 8, 
2019/3/21, 111, 45, , 15, 7, 
2019/3/22, 119, 38, , 13, 7, 
2019/3/23, 98, 37, , 13, 7, 
2019/3/24, 100, 35, , 15, 7, 
2019/3/25, 92, 23, , 9, 7, 
2019/3/26, 56, 26, , 11, 6, 
2019/3/27, 71, 32, , 13, 5, 
2019/3/28, 77, 37, , 15, 8, 
2019/3/29, 96, 35, , 14, 6, 
2019/3/30, 94, 33, , 13, 5, 
2019/3/31, 94, 33, , 17, , 
2018/10/1, 67, 31, , 8, 4, 
2018/10/2, 94, 27, , 11, 4, 
2018/10/3, 81, 28, , 12, 3, 
2018/10/4, 84, 30, , 15, 4, 
2018/10/5, 83, 20, , 14, 5, 
2018/10/6, 59, 17, , 11, 5, 
2018/10/7, 55, 25, , 16, 5, 
2018/10/8, 76, 24, , 13, 4, 
2018/10/9, 71, 25, , 15, 4, 
2018/10/10, 72, 37, , 13, 4, 
2018/10/11, 84, 35, , 17, 4, 
2018/10/12, 85, 27, , 14, 4, 
2018/10/13, 69, 22, , 12, 4, 
2018/10/14, 63, 24, , 13, 5, 
2018/10/15, 65, 35, , 16, 5, 
2018/10/16, 92, 38, , 18, 5, 
2018/10/17, 100, 39, , 16, 6, 
2018/10/18, 107, 50, , 15, 6, 
2018/10/19, 119, 44, , 12, 5, 
2018/10/20, 139, 39, , 8, 5, 
2018/10/21, 112, 40, , 8, 5, 
2018/10/22, 110, 50, , 9, 5, 
2018/10/23, 134, 32, , 8, 6, 
2018/10/24, 85, 29, , 12, 7, 
2018/10/25, 83, 55, , 16, 10, 
2018/10/26, 130, 34, , 12, 9, 
2018/10/27, 91, 23, 18, 12, 8, 1
2018/10/28, 69, 18, , 11, 6, 
2018/10/29, 54, 24, , 11, 3, 
2018/10/30, 69, 33, , 11, 2, 
2018/10/31, 91, 40, , 16, 3, 
2018/11/1, 103, 29, , 11, 3, 
2018/11/2, 84, 22, , 9, 5, 
2018/11/3, 67, 25, , 10, 3, 
2018/11/4, 70, 26, , 12, 9, 
2018/11/5, 80, 37, , 12, 4, 
2018/11/6, 96, 35, , 13, 6, 
2018/11/7, 110, 34, , 12, 5, 
2018/11/8, 98, 48, , 13, 5, 
2018/11/9, 127, 62, , 15, 6, 
2018/11/10, 155, 56, , 13, 6, 
2018/11/11, 143, 63, , 13, 5, 
2018/11/12, 156, 60, , 14, 5, 
2018/11/13, 149, 68, , 11, 4, 
2018/11/14, 165, 43, , 12, 6, 
2018/11/15, 114, 33, , 13, 5, 
2018/11/16, 92, 23, , 11, 15, 
2018/11/17, 64, 19, , 6, 5, 
2018/11/18, 67, 49, , 7, 4, 
2018/11/19, 125, 28, , 8, 8, 
2018/11/20, 84, 16, , 7, 4, 
2018/11/21, 59, 20, , 8, 5, 
2018/11/22, 60, 36, , 7, 6, 
2018/11/23, 105, 33, , 8, 14, 
2018/11/24, 91, 57, , 9, 9, 
