date,pm25,pm10,o3,no2,so2,co
2024/5/28, 33, 13, , 8, 2, 3
2024/5/29, 46, 12, , 10, 2, 3
2024/5/30, 44, 12, , 10, 2, 3
2024/5/31, 43, 12, , 10, 2, 3
2024/6/1, 40, 10, , 10, 2, 3
2024/6/2, 35, 13, , 14, 2, 4
2024/6/3, 45, 11, , 8, 2, 3
2024/6/4, 34, 10, , 9, 2, 3
2024/6/5, 31, 9, , 9, 2, 3
2024/6/6, 30, 10, , 11, 2, 4
2024/6/7, 32, 11, , 10, 2, 4
2024/6/8, 38, 14, , 7, 2, 4
2024/6/9, 49, 23, , 7, 2, 4
2024/6/10, 48, 17, , 7, 3, 3
2024/6/11, 40, 15, , 8, 2, 4
2024/6/12, 51, 18, , 5, 2, 3
2024/6/13, 54, 12, , 10, 2, 3
2024/6/14, 44, 10, , 8, 3, 3
2024/6/15, 35, 10, , 8, 2, 3
2024/6/16, 36, 12, , 10, 2, 3
2024/6/17, 42, 12, , 11, 2, 4
2024/6/18, 44, 12, , 10, 2, 4
2024/6/19, 42, 22, , 12, 3, 4
2024/6/20, 55, 23, , 11, 2, 4
2024/6/21, 56, 21, , 8, 2, 4
2024/6/22, 56, 17, , 6, 3, 3
2024/6/23, 37, 13, , 8, 2, 3
2024/6/24, 35, 11, , 7, 2, 3
2024/6/25, 34, 14, , 8, 2, 4
2024/6/26, 43, 9, , 9, 2, 3
2024/6/27, 32, 10, , 10, 2, 3
2024/6/28, 32, 13, , 9, 2, 3
2024/6/29, 47, 12, , 7, 2, 3
2024/6/30, 43, 15, , 9, 2, 4
2024/1/1, 123, 45, , 11, 2, 12
2024/1/2, 111, 88, , 21, 5, 33
2024/1/3, 194, 56, , 14, 3, 16
2024/1/4, 142, 73, , 19, 3, 19
2024/1/5, 158, 64, , 23, 5, 16
2024/1/6, 149, 25, , 7, 2, 5
2024/1/7, 80, 21, , 6, 2, 4
2024/1/8, 65, 23, , 7, 1, 4
2024/1/9, 70, 34, , 11, 1, 6
2024/1/10, 93, 58, , 14, 3, 9
2024/1/11, 150, 47, , 12, 14, 6
2024/1/12, 132, 54, , 13, 7, 9
2024/1/13, 140, 85, , 20, 5, 22
2024/1/14, 189, 98, , 28, 6, 35
2024/1/15, 205, 36, , 14, , 10
2024/1/16, 93, 65, , 19, 5, 18
2024/1/17, 152, 24, , 11, 3, 7
2024/1/18, 76, 16, , 8, 2, 3
2024/1/19, 51, 22, , 8, 1, 4
2024/1/20, 74, 43, , 12, 6, 8
2024/1/21, 115, 57, , 16, 3, 11
2024/1/22, 145, 60, , 20, 4, 11
2024/1/23, 152, 73, , 21, 6, 18
2024/1/24, 165, 46, , 18, 4, 9
2024/1/25, 122, 34, , 15, 3, 6
2024/1/26, 81, 30, , 12, 1, 5
2024/1/27, 84, 22, , 8, 3, 2
2024/1/28, 69, 34, , 12, 8, 4
2024/1/29, 89, 41, , 16, 1, 7
2024/1/30, 100, 67, , 19, 2, 12
2024/1/31, 156, 75, , 22, 9, 15
2024/2/1, 168, 58, , 18, 5, 12
2024/2/2, 139, 65, , 19, 3, 14
2024/2/3, 152, 67, , 18, 3, 15
2024/2/4, 160, 71, , 24, 5, 16
2024/2/5, 161, 65, , 23, 4, 15
2024/2/6, 145, 59, , 23, 3, 12
2024/2/7, 139, 47, , 18, 3, 9
2024/2/8, 119, 39, , 12, 3, 6
2024/2/9, 94, 34, , 12, 2, 5
2024/2/10, 87, 21, , 7, 2, 4
2024/2/11, 56, 26, , 11, 3, 4
2024/2/12, 71, 18, , 11, 3, 4
2024/2/13, 64, 28, , 11, 2, 4
2024/2/14, 78, 41, , 13, 2, 7
2024/2/15, 113, 53, , 16, 3, 11
2024/2/16, 136, 51, , 17, 3, 10
2024/2/17, 135, 53, , 14, 5, 9
2024/2/18, 141, 47, , 12, 3, 7
2024/2/19, 129, 57, , 15, 3, 11
2024/2/20, 149, 53, , 14, 2, 10
2024/2/21, 140, 39, , 12, 3, 7
2024/2/22, 106, 34, , 13, 3, 6
2024/2/23, 84, 39, , 19, 4, 10
2024/2/24, 99, 32, , 16, 3, 7
2024/2/25, 92, 23, , 12, 3, 5
2024/2/26, 68, 25, , 11, 3, 4
2024/2/27, 70, 27, , 13, 3, 4
2024/2/28, 79, 32, , 14, 4, 3
2024/2/29, 85, 27, , 10, 3, 2
2024/3/1, 74, 15, , 7, 2, 2
2024/3/2, 56, 21, , 9, 2, 3
2024/3/3, 67, 23, , 9, 2, 2
2024/3/4, 69, 29, , 10, 2, 3
2024/3/5, 87, 33, , 12, 2, 3
2024/3/6, 94, 18, , 10, 2, 3
2024/3/7, 62, 21, , 10, 2, 3
2024/3/8, 65, 27, , 8, 2, 4
2024/3/9, 80, 18, , 6, 2, 2
2024/3/10, 59, 25, , 11, 3, 3
2024/3/11, 62, 15, , 10, 2, 3
2024/3/12, 50, 20, , 13, 3, 3
2024/3/13, 67, 32, , 14, 2, 6
2024/3/14, 94, 44, , 15, 3, 7
2024/3/15, 114, 24, , 9, 3, 3
2024/3/16, 73, 38, , 11, 3, 6
2024/3/17, 108, 28, , 11, 3, 4
2024/3/18, 80, 23, , 10, 3, 2
2024/3/19, 64, 31, , 14, 3, 4
2024/3/20, 86, 39, , 19, 4, 5
2024/3/21, 102, 40, , 19, 3, 6
2024/3/22, 104, 24, , 8, 3, 3
2024/3/23, 69, 18, , 6, 3, 2
2024/3/24, 55, 23, , 11, 3, 4
2024/3/25, 70, 28, , 11, 3, 4
2024/3/26, 80, 38, , 12, 3, 4
2024/3/27, 84, 20, , 5, 3, 1
2024/3/28, 41, 25, , 15, 3, 3
2024/3/29, 54, 20, , 11, 3, 2
2024/3/30, 41, 44, , 17, 3, 2
2024/3/31, 69, 50, , 12, 2, 
2023/10/1, 73, 14, , 11, 3, 2
2023/10/2, 46, 15, , 14, 2, 3
2023/10/3, 50, 17, , 12, 2, 2
2023/10/4, 53, 16, , 9, 2, 3
2023/10/5, 45, 17, , 7, 2, 3
2023/10/6, 53, 18, , 16, 3, 3
2023/10/7, 57, 23, , 9, 1, 2
2023/10/8, 52, 14, , 12, 6, 3
2023/10/9, 34, 17, , 17, 2, 4
2023/10/10, 52, 13, , 12, 1, 2
2023/10/11, 41, 20, , 18, 1, 4
2023/10/12, 59, 22, , 20, 1, 4
2023/10/13, 67, 25, , 21, 1, 4
2023/10/14, 71, 23, , 8, 2, 2
2023/10/15, 61, 16, , 11, 2, 3
2023/10/16, 54, 28, , 11, 2, 4
2023/10/17, 85, 33, , 11, 2, 5
2023/10/18, 90, 18, , 14, 2, 4
2023/10/19, 59, 20, , 15, 2, 5
2023/10/20, 51, 21, , 16, 2, 4
2023/10/21, 51, 15, , 10, 1, 3
2023/10/22, 40, 21, , 18, 3, 4
2023/10/23, 61, 24, , 20, 2, 5
2023/10/24, 65, 31, , 20, 2, 5
2023/10/25, 70, 12, , 11, 1, 3
2023/10/26, 36, 9, , 10, 2, 3
2023/10/27, 28, 10, , 10, 1, 3
2023/10/28, 32, 17, 19, 17, 2, 4
2023/10/29, 53, 22, , 21, 2, 5
2023/10/30, 64, 23, , 23, 3, 5
2023/10/31, 61, 24, , 14, 2, 3
2023/11/1, 77, 26, , 15, 2, 4
2023/11/2, 77, 16, , 16, 2, 3
2023/11/3, 51, 14, , 14, 2, 3
2023/11/4, 47, 9, , 7, 1, 1
2023/11/5, 29, 21, , 18, 2, 4
2023/11/6, 62, 34, , 21, 2, 7
2023/11/7, 92, 21, , 16, 1, 4
2023/11/8, 68, 38, , 14, 2, 6
2023/11/9, 105, 31, , 17, 4, 7
2023/11/10, 90, 10, , 8, 2, 3
2023/11/11, 37, 37, , 15, 2, 8
2023/11/12, 104, 42, , 16, 2, 10
2023/11/13, 108, 52, , 18, 4, 14
2023/11/14, 126, 29, , 18, 2, 8
2023/11/15, 86, 36, , 16, 2, 7
2023/11/16, 101, 23, , 15, 3, 5
2023/11/17, 73, 10, , 5, 2, 3
2023/11/18, 38, 33, , 10, 3, 9
2023/11/19, 89, 60, , 20, 4, 15
2023/11/20, 147, 43, , 17, 3, 11
2023/11/21, 121, 17, , 12, 2, 7
2023/11/22, 62, 32, , 9, 2, 7
2023/11/23, 96, 56, , 13, 3, 16
2023/11/24, 141, 9, , 7, 1, 4
2023/11/25, 38, 12, , 5, 2, 4
2023/11/26, 47, 29, , 13, 3, 7
2023/11/27, 84, 31, , 18, 2, 8
2023/11/28, 90, 28, , 12, 3, 8
2023/11/29, 89, 44, , 17, 3, 10
2023/11/30, 114, 13, , 9, 2, 4
2023/12/1, 42, 22, , 10, 2, 5
2023/12/2, 54, 18, , 6, 3, 4
2023/12/3, 63, 46, , 13, 5, 11
2023/12/4, 115, 48, , 15, 5, 8
2023/12/5, 127, 14, , 8, 2, 3
2023/12/6, 56, 30, , 11, 6, 5
2023/12/7, 94, 42, , 12, 6, 7
2023/12/8, 118, 43, , 10, 3, 7
2023/12/9, 121, 38, , 10, 4, 6
2023/12/10, 110, 70, , 17, 4, 17
2023/12/11, 163, 70, , 21, 5, 16
2023/12/12, 162, 40, , 16, 7, 7
2023/12/13, 99, 33, , 19, 3, 7
2023/12/14, 97, 21, , 11, 5, 4
2023/12/15, 68, 20, , 9, 2, 3
2023/12/16, 66, 48, , 11, 3, 9
2023/12/17, 124, 75, , 17, 3, 16
2023/12/18, 172, 79, , 19, 4, 19
2023/12/19, 177, 89, , 22, 6, 24
2023/12/20, 188, 64, , 15, 6, 13
2023/12/21, 150, 64, , 22, 4, 18
2023/12/22, 161, 42, , 15, 3, 10
2023/12/23, 108, 80, , 19, 4, 22
2023/12/24, 181, 91, , 25, 6, 27
2023/12/25, 181, 75, , 26, 5, 19
2023/12/26, 166, 68, , 18, 4, 15
2023/12/27, 158, 88, , 21, 5, 26
2023/12/28, 184, 76, , 20, 4, 17
2023/12/29, 171, 77, , 17, 3, 18
2023/12/30, 176, 74, , 14, 3, 16
2023/12/31, 173, 50, , 11, 3, 11
2023/7/1, 39, 13, , 6, 2, 2
2023/7/2, 46, 15, , 9, 1, 2
2023/7/3, 48, 10, , 7, 1, 2
2023/7/4, 33, 16, , 7, 2, 2
2023/7/5, 55, 12, , 9, 1, 2
2023/7/6, 41, 16, , 7, 2, 2
2023/7/7, 57, 11, , 7, 2, 2
2023/7/8, 36, 11, , 7, 3, 2
2023/7/9, 38, 14, , 10, 2, 2
2023/7/10, 46, 16, , 8, 1, 2
2023/7/11, 54, 16, , 9, 2, 2
2023/7/12, 54, 15, , 12, 2, 3
2023/7/13, 48, 14, , 9, 5, 2
2023/7/14, 41, 12, , 7, 1, 2
2023/7/15, 46, 17, , 8, 1, 3
2023/7/16, 58, 18, , 9, 1, 3
2023/7/17, 59, 17, , 9, 2, 2
2023/7/18, 53, 16, , 6, 1, 2
2023/7/19, 44, 13, , 8, 2, 2
2023/7/20, 42, 15, , 9, 2, 2
2023/7/21, 49, 14, , 6, 1, 2
2023/7/22, 40, 17, , 7, 2, 2
2023/7/23, 57, 15, , 10, 1, 2
2023/7/24, 49, 21, , 14, 2, 3
2023/7/25, 56, 19, , 8, 2, 3
2023/7/26, 54, 10, , 8, 3, 2
2023/7/27, 35, 11, , 9, 2, 2
2023/7/28, 39, 9, , 9, 1, 2
2023/7/29, 34, 10, , 7, 1, 2
2023/7/30, 34, 12, , 8, 2, 2
2023/7/31, 44, 9, , 9, 2, 2
2023/8/1, 31, 11, , 8, 5, 2
2023/8/2, 40, 13, , 12, 2, 3
2023/8/3, 45, 14, , 11, 2, 3
2023/8/4, 49, 13, , 6, 2, 3
2023/8/5, 41, 6, , 5, 1, 2
2023/8/6, 26, 7, , 6, 1, 2
2023/8/7, 28, 6, , 7, 1, 2
2023/8/8, 21, 8, , 7, 1, 2
2023/8/9, 28, 8, , 10, 1, 2
2023/8/10, 31, 10, , 9, 1, 2
2023/8/11, 37, 10, , 8, 2, 2
2023/8/12, 35, 12, , 9, 1, 3
2023/8/13, 44, 13, , 11, 1, 2
2023/8/14, 44, 14, , 10, 1, 2
2023/8/15, 48, 19, , 7, 1, 3
2023/8/16, 66, 22, , 7, 2, 3
2023/8/17, 71, 17, , 10, 1, 3
2023/8/18, 57, 13, , 10, 1, 3
2023/8/19, 42, 13, , 9, 1, 3
2023/8/20, 44, 19, , 12, 2, 3
2023/8/21, 63, 19, , 10, 1, 3
2023/8/22, 64, 19, , 11, 1, 3
2023/8/23, 63, 20, , 10, 2, 3
2023/8/24, 66, 19, , 10, 2, 3
2023/8/25, 62, 15, , 9, 1, 3
2023/8/26, 53, 14, , 9, 2, 3
2023/8/27, 47, 12, , 11, 2, 3
2023/8/28, 39, 14, , 10, 4, 3
2023/8/29, 47, 9, , 7, 2, 2
2023/8/30, 29, 9, , 10, 2, 3
2023/8/31, 30, 15, , 11, 3, 1
2023/9/1, 55, 14, , 9, 2, 
2023/9/2, 50, 11, , 7, 2, 
2023/9/3, 41, 11, , 7, 1, 
2023/9/4, 45, 13, , 11, 1, 1
2023/9/5, 44, 12, , 11, 1, 
2023/9/6, 42, 13, , 15, 1, 1
2023/9/7, 47, 12, , 15, 1, 1
2023/9/8, 41, 11, , 11, 1, 
2023/9/9, 36, 10, , 9, 1, 
2023/9/10, 32, 13, , 13, 1, 1
2023/9/11, 43, 13, , 17, 1, 1
2023/9/12, 43, 16, , 20, 2, 1
2023/9/13, 49, 16, , 12, 3, 1
2023/9/14, 54, 18, , 12, 2, 1
2023/9/15, 62, 15, , 7, 1, 1
2023/9/16, 57, 15, , 5, 1, 
2023/9/17, 58, 15, , 10, 1, 1
2023/9/18, 53, 12, , 11, 3, 
2023/9/19, 45, 15, , 9, 1, 1
2023/9/20, 53, 18, , 13, 1, 3
2023/9/21, 58, 16, , 12, 2, 2
2023/9/22, 43, 22, , 10, 2, 2
2023/9/23, 57, 8, , 6, 3, 1
2023/9/24, 29, 13, , 8, 2, 2
2023/9/25, 45, 20, , 11, 1, 2
2023/9/26, 50, 17, , 15, 1, 2
2023/9/27, 47, 16, , 12, 1, 2
2023/9/28, 42, 19, , 14, 1, 2
2023/9/29, 46, 20, , 11, 2, 2
2023/9/30, 51, 24, , 9, 3, 2
2023/4/1, 74, 27, , 25, 3, 5
2023/4/2, 77, 25, , 22, 3, 4
2023/4/3, 75, 14, , 23, 2, 3
2023/4/4, 48, 21, , 25, 5, 3
2023/4/5, 72, 38, , 28, 6, 4
2023/4/6, 104, 50, , 31, 4, 7
2023/4/7, 132, 41, , 28, 3, 5
2023/4/8, 110, 38, , 12, 2, 4
2023/4/9, 112, 28, , 9, 2, 3
2023/4/10, 82, 33, , 11, 5, 3
2023/4/11, 92, 28, , 12, 4, 4
2023/4/12, 72, 30, , 14, 3, 5
2023/4/13, 77, 23, , 9, 2, 4
2023/4/14, 59, 16, , 9, 2, 2
2023/4/15, 47, 15, , 7, 2, 1
2023/4/16, 50, 9, , 5, 2, 
2023/4/17, 33, 8, , 6, 1, 1
2023/4/18, 24, 20, , 10, 5, 1
2023/4/19, 63, 25, , 11, 3, 2
2023/4/20, 73, 30, , 13, 3, 3
2023/4/21, 77, 23, , 9, 2, 2
2023/4/22, 61, 21, , 10, 1, 2
2023/4/23, 57, 21, , 11, 2, 2
2023/4/24, 58, 18, , 12, 2, 2
2023/4/25, 54, 23, , 10, 2, 2
2023/4/26, 66, 23, , 13, 2, 2
2023/4/27, 61, 27, , 14, 3, 3
2023/4/28, 73, 26, , 13, 2, 3
2023/4/29, 79, 22, , 8, 2, 2
2023/4/30, 65, 18, , 8, 1, 2
2023/5/1, 57, 13, , 6, 1, 1
2023/5/2, 42, 13, , 9, 2, 1
2023/5/3, 39, 19, , 10, 1, 1
2023/5/4, 60, 19, , 11, 1, 2
2023/5/5, 56, 13, , 8, 1, 1
2023/5/6, 41, 14, , 9, 1, 1
2023/5/7, 45, 19, , 10, 1, 1
2023/5/8, 64, 12, , 6, 1, 1
2023/5/9, 37, 11, , 7, 1, 1
2023/5/10, 38, 16, , 9, 2, 1
2023/5/11, 56, 13, , 8, 1, 1
2023/5/12, 43, 14, , 7, 1, 1
2023/5/13, 46, 13, , 6, 1, 1
2023/5/14, 49, 20, , 9, 2, 1
2023/5/15, 59, 22, , 11, 2, 2
2023/5/16, 64, 17, , 9, 1, 1
2023/5/17, 52, 17, , 9, 1, 1
2023/5/18, 58, 20, , 7, 2, 1
2023/5/19, 66, , , , 2, 
2023/5/21, 44, 15, , 12, 1, 1
2023/5/22, 44, 14, , 10, 1, 1
2023/5/23, 45, 17, , 10, 2, 2
2023/5/24, 54, 19, , 12, 2, 2
2023/5/25, 61, 16, , 9, 1, 2
2023/5/26, 55, 20, , 8, 3, 2
2023/5/27, 65, 17, , 7, 1, 1
2023/5/28, 59, 11, , 9, 1, 
2023/5/29, 38, 11, , 9, 1, 
2023/5/30, 37, 12, , 8, 1, 
2023/5/31, 42, 12, , 6, 1, 
2023/6/1, 42, 14, , 9, 1, 
2023/6/2, 48, 11, , 8, 1, 
2023/6/3, 42, 9, , 5, 1, 
2023/6/4, 31, 13, , 8, 1, 
2023/6/5, 44, 12, , 10, 1, 
2023/6/6, 36, 13, , 10, 1, 1
2023/6/7, 43, 14, , 9, 1, 1
2023/6/8, 45, 12, , 8, 1, 
2023/6/9, 40, 12, , 7, 1, 
2023/6/10, 44, 11, , 5, 1, 
2023/6/11, 41, 10, , 8, 1, 
2023/6/12, 38, 11, , 8, 1, 
2023/6/13, 41, 9, , 7, 1, 
2023/6/14, 30, 10, , 8, 1, 
2023/6/15, 40, 6, , 9, 1, 
2023/6/16, 27, 14, , 9, 1, 2
2023/6/17, 52, 15, , 8, 1, 2
2023/6/18, 51, 16, , 12, 2, 2
2023/6/19, 49, 19, , 12, 1, 2
2023/6/20, 58, 19, , 11, 1, 2
2023/6/21, 60, 18, , 13, 1, 2
2023/6/22, 59, 16, , 8, 1, 2
2023/6/23, 51, 26, , 6, 2, 2
2023/6/24, 70, 19, , 4, 2, 2
2023/6/25, 66, 14, , 8, 2, 2
2023/6/26, 49, 16, , 9, 2, 2
2023/6/27, 53, 10, , 9, 2, 2
2023/6/28, 39, 15, , 7, 1, 2
2023/6/29, 51, 14, , 7, 1, 2
2023/6/30, 47, 11, , 8, 1, 2
2023/1/2, 171, 69, , 24, 5, 15
2023/1/3, 162, 46, , 21, 6, 10
2023/1/4, 122, 60, , 25, 5, 13
2023/1/5, 146, 58, , 25, 5, 13
2023/1/6, 144, 60, , 24, 4, 13
2023/1/7, 152, 66, , 28, 10, 15
2023/1/8, 161, 44, , 26, 6, 9
2023/1/9, 120, 16, , 23, 3, 4
2023/1/10, 62, 22, , 20, 1, 5
2023/1/11, 75, 23, , 21, 7, 4
2023/1/12, 76, 45, , 23, 9, 8
2023/1/13, 127, 57, , 20, 3, 11
2023/1/14, 152, 57, , 22, 5, 13
2023/1/15, 144, 63, , 29, 8, 18
2023/1/16, 147, 18, , 26, 3, 5
2023/1/17, 56, 18, , 20, 2, 4
2023/1/18, 47, 30, , 25, 2, 5
2023/1/19, 78, 16, , 20, 2, 5
2023/1/20, 58, 41, , 21, 3, 7
2023/1/21, 119, 47, , 22, 2, 10
2023/1/22, 128, 19, , 19, 2, 5
2023/1/23, 60, 7, , 18, 1, 3
2023/1/24, 28, 16, , 21, 1, 4
2023/1/25, 50, 25, , 21, 1, 3
2023/1/26, 66, 22, , 23, 4, 4
2023/1/27, 72, 25, , 23, 3, 4
2023/1/28, 82, 27, , 21, 3, 3
2023/1/29, 85, 45, , 25, 5, 8
2023/1/30, 114, 40, , 28, 4, 8
2023/1/31, 114, 58, , 31, 6, 14
2023/2/1, 142, 43, , 28, 5, 10
2023/2/2, 114, 35, , 29, 6, 8
2023/2/3, 88, 15, , 24, 2, 4
2023/2/4, 54, 26, , 16, 5, 2
2023/2/5, 60, 29, , 20, 8, 3
2023/2/6, 82, 36, , 23, 12, 3
2023/2/7, 101, 36, , 23, 5, 3
2023/2/8, 102, 35, , 27, 3, 4
2023/2/9, 99, 46, , 30, 7, 5
2023/2/10, 121, 70, , 32, 16, 11
2023/2/11, 166, 74, , 31, 10, 13
2023/2/12, 174, 79, , 31, 6, 15
2023/2/13, 171, 60, , 30, 8, 10
2023/2/14, 137, 46, , 28, 5, 6
2023/2/15, 114, 71, , 30, 5, 12
2023/2/16, 166, 68, , 35, 7, 12
2023/2/17, 152, 81, , 37, 8, 19
2023/2/18, 170, 48, , 30, 8, 7
2023/2/19, 114, 35, , 28, 7, 5
2023/2/20, 83, 54, , 31, 7, 10
2023/2/21, 126, 50, , 31, 7, 8
2023/2/22, 126, 43, , 27, 4, 5
2023/2/23, 110, 47, , 29, 5, 6
2023/2/24, 117, 40, , 27, 3, 4
2023/2/25, 88, 29, , 22, 5, 2
2023/2/26, 67, 24, , 22, 3, 3
2023/2/27, 73, 34, , 22, 4, 4
2023/2/28, 97, 22, , 21, 3, 4
2023/3/1, 65, 16, , 20, 2, 3
2023/3/2, 51, 27, , 23, 2, 5
2023/3/3, 83, 45, , 24, 6, 6
2023/3/4, 122, 43, , 24, 6, 5
2023/3/5, 115, 36, , 25, 4, 4
2023/3/6, 98, 27, , 26, 3, 4
2023/3/7, 73, 37, , 30, 6, 6
2023/3/8, 93, 23, , 27, 3, 4
2023/3/9, 61, 29, , 29, 3, 7
2023/3/10, 86, 18, , 23, 2, 3
2023/3/11, 56, 28, , 23, 3, 5
2023/3/12, 80, 45, , 29, 4, 7
2023/3/13, 115, 37, , 33, 6, 7
2023/3/14, 95, 19, , 30, 3, 3
2023/3/15, 55, 13, , 24, 2, 2
2023/3/16, 43, 30, , 25, 4, 5
2023/3/17, 82, 28, , 26, 1, 5
2023/3/18, 83, 33, , 30, 3, 6
2023/3/19, 92, 46, , 38, 5, 8
2023/3/20, 117, 44, , 34, 4, 6
2023/3/21, 111, 42, , 29, 2, 6
2023/3/22, 113, 36, , 24, 2, 6
2023/3/23, 100, 39, , 31, 3, 6
2023/3/24, 96, 28, , 29, 3, 4
2023/3/25, 72, 18, , 24, 3, 3
2023/3/26, 53, 24, , 30, 3, 4
2023/3/27, 63, 16, , 24, 3, 3
2023/3/28, 50, 24, , 29, 5, 4
2023/3/29, 66, 38, , 33, 5, 7
2023/3/30, 96, 29, , 32, 4, 5
2023/3/31, 75, 25, , 31, 3, 5
2022/10/1, 64, 10, , 10, 2, 2
2022/10/2, 32, 17, , 12, 2, 2
2022/10/3, 54, 15, , 11, 3, 2
2022/10/4, 49, 21, , 11, 1, 3
2022/10/5, 62, 26, , 14, 2, 4
2022/10/6, 74, 27, , 15, 3, 4
2022/10/7, 74, 28, , 14, 1, 4
2022/10/8, 78, 31, , 11, 4, 3
2022/10/9, 90, 43, , 14, 3, 3
2022/10/10, 119, 28, , 14, 4, 2
2022/10/11, 78, 28, , 14, 2, 3
2022/10/12, 79, 25, , 10, 1, 2
2022/10/13, 73, 20, , 13, 2, 2
2022/10/14, 57, 18, , 12, 1, 2
2022/10/15, 56, 19, , 12, 1, 2
2022/10/16, 60, 27, , 17, 1, 3
2022/10/17, 75, 30, , 17, 2, 4
2022/10/18, 84, 36, , 15, 9, 3
2022/10/19, 98, 31, , 14, 4, 3
2022/10/20, 90, 35, , 17, 2, 5
2022/10/21, 97, 37, , 19, 4, 7
2022/10/22, 97, 30, , 16, 4, 4
2022/10/23, 88, 33, , 20, 3, 6
2022/10/24, 90, 29, , 18, 5, 4
2022/10/25, 80, 28, , 16, 3, 4
2022/10/26, 82, 25, , 15, 4, 4
2022/10/27, 76, 24, , 12, 6, 3
2022/10/28, 68, 46, , 18, 6, 8
2022/10/29, 114, 41, , 13, 4, 8
2022/10/30, 109, 50, , 20, 7, 11
2022/10/31, 126, 53, , 22, 5, 11
2022/11/1, 125, 42, , 15, 13, 6
2022/11/2, 95, 55, , 15, 10, 9
2022/11/3, 145, 59, , 26, 5, 14
2022/11/4, 145, 36, , 18, 6, 7
2022/11/5, 99, 25, , 5, 8, 5
2022/11/6, 81, 35, , 8, 4, 7
2022/11/7, 104, 34, , 11, 15, 8
2022/11/8, 101, 48, , 12, 2, 11
2022/11/9, 128, 50, , 15, 3, 11
2022/11/10, 136, 33, , 9, 5, 6
2022/11/11, 98, 27, , 11, 2, 6
2022/11/12, 87, 33, , 13, 2, 8
2022/11/13, 100, 27, , 12, 2, 7
2022/11/14, 85, 48, , 16, 4, 14
2022/11/15, 123, 50, , 17, 3, 16
2022/11/16, 136, 25, , 12, 2, 19
2022/11/17, 79, 51, , 17, 3, 32
2022/11/18, 137, 21, , 9, 3, 15
2022/11/19, 73, 24, , 12, 2, 19
2022/11/20, 79, 21, , 11, 2, 14
2022/11/21, 65, 27, , 12, 3, 15
2022/11/22, 86, 30, , 19, 6, 10
2022/11/23, 87, 20, , 23, 9, 4
2022/11/24, 65, 36, , 25, 4, 8
2022/11/25, 95, 44, , 22, 10, 7
2022/11/26, 122, 28, , 24, 5, 4
2022/11/27, 89, 25, , 26, 1, 5
2022/11/28, 77, 32, , 24, 2, 6
2022/11/29, 94, 12, , 20, 1, 3
2022/11/30, 37, 6, , 19, 1, 2
2022/12/1, 26, 20, , 21, 1, 4
2022/12/2, 64, 25, , 21, 4, 4
2022/12/3, 80, 12, , 20, 3, 2
2022/12/4, 47, 15, , 21, 3, 3
2022/12/5, 52, 34, , 26, 3, 7
2022/12/6, 100, 28, , 22, 4, 4
2022/12/7, 86, 43, , 25, 4, 11
2022/12/8, 117, 61, , 27, 3, 16
2022/12/9, 149, 33, , 25, 2, 7
2022/12/10, 95, 18, , 17, 1, 4
2022/12/11, 59, 30, , 19, 6, 4
2022/12/12, 91, 57, , 25, 6, 8
2022/12/13, 149, 24, , 23, 8, 4
2022/12/14, 81, 51, , 25, 3, 14
2022/12/15, 124, 51, , 28, 5, 14
2022/12/16, 129, 28, , 21, 4, 6
2022/12/17, 86, 32, , 19, 8, 3
2022/12/18, 96, 45, , 23, 5, 7
2022/12/19, 119, 54, , 26, 4, 9
2022/12/20, 137, 71, , 31, 5, 14
2022/12/21, 165, 82, , 29, 5, 19
2022/12/22, 183, 90, , 30, 7, 21
2022/12/23, 189, 79, , 25, 4, 21
2022/12/24, 180, 61, , 23, 2, 12
2022/12/25, 155, 74, , 26, 3, 20
2022/12/26, 163, 65, , 25, 7, 15
2022/12/27, 151, 45, , 27, 9, 8
2022/12/28, 111, 85, , 30, 8, 23
2022/12/29, 187, 100, , 28, 7, 33
2022/12/30, 206, 76, , 24, 5, 18
2022/12/31, 173, 76, , 21, 4, 18
2023/1/1, 173, 74, , 25, 5, 17
2022/7/1, 25, 11, , 11, 2, 
2022/7/2, 44, 12, , 10, 1, 
2022/7/3, 45, 15, , 13, 2, 
2022/7/4, 50, 14, , 12, 2, 
2022/7/5, 49, 10, , 8, 2, 
2022/7/6, 42, 9, , 12, 3, 
2022/7/7, 32, 11, , 9, 2, 
2022/7/8, 41, 16, , 6, 2, 
2022/7/9, 62, 10, , 7, 2, 
2022/7/10, 37, 5, , 9, 2, 
2022/7/11, 18, 6, , 10, 1, 
2022/7/12, 23, 6, , 11, 2, 1
2022/7/13, 21, 5, , 12, 2, 2
2022/7/14, 19, 6, , 16, 2, 2
2022/7/15, 21, 6, , 12, 3, 2
2022/7/16, 23, 7, , 10, 2, 2
2022/7/17, 26, 5, , 11, 2, 2
2022/7/18, 20, 6, , 13, 2, 2
2022/7/19, 22, 6, , 16, 2, 2
2022/7/20, 22, 8, , 15, 2, 2
2022/7/21, 27, 9, , 17, 2, 3
2022/7/22, 35, 9, , 15, 2, 2
2022/7/23, 35, 12, , 12, 2, 2
2022/7/24, 44, 10, , 15, 2, 2
2022/7/25, 41, 11, , 17, 2, 2
2022/7/26, 39, 9, , 11, 2, 2
2022/7/27, 36, 11, , 11, 2, 2
2022/7/28, 45, 10, , 9, 2, 2
